,source_model_path,source_dataset,target_dataset,f1
15,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,MosMed,0.7227272727272727
16,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,RSNAXRay,0.7852760736196319
17,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,ImageCHD,0.09178743961352656
18,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,kits,0.5392561983471075
19,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-44-41_p3-r56-b.g42cloud.net_classify_raw_resnet18_Brain_MRI_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_100.pt,Brain_MRI,CTPancreas,0.7882534775888719
20,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,RSNAXRay,0.7194244604316548
21,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,ImageCHD,0.07638888888888888
22,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_13-30-57_p1-r02-b.g42cloud.net_classify_top-2_mobilenetv2_IHD_Brain_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_91.pt,IHD_Brain,ProstateMRI,0.4950495049504951
23,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb23_19-40-23_p1-r05-a.g42cloud.net_classify_raw_efficientnetb4_RSNAXRay_batch_128_with_weights_with_shuffle_with_aug/model_epoch_17.pt,RSNAXRay,MosMed,0.8110599078341013
24,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,kits,0.5060240963855421
25,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_13-30-57_p1-r02-b.g42cloud.net_classify_top-2_mobilenetv2_IHD_Brain_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_91.pt,IHD_Brain,kits,0.5873684210526315
26,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_20-00-05_p1-r02-a.g42cloud.net_classify_raw_densenet121_Covid19XRay_batch_128_with_shuffle_without_aug/model_epoch_55.pt,Covid19XRay,LiTs,0.5573770491803278
27,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_13-30-57_p1-r02-b.g42cloud.net_classify_top-2_mobilenetv2_IHD_Brain_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_91.pt,IHD_Brain,ProstateMRI,0.5925925925925927
28,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,CTPancreas,0.7861271676300579
29,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,RSPECT,0.8181818181818182
30,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,Covid19XRay,0.532617671345995
31,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,Covid19XRay,0.5524360033030553
32,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-44-41_p3-r56-b.g42cloud.net_classify_raw_resnet18_Brain_MRI_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_100.pt,Brain_MRI,ImageCHD,0.13620071684587812
33,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-44-41_p3-r56-b.g42cloud.net_classify_raw_resnet18_Brain_MRI_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_100.pt,Brain_MRI,RSPECT,0.805783952367451
34,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_12-31-30_p1-r02-a.g42cloud.net_classify_top-2_resnet50_IHD_Brain_batch_128_with_shuffle_with_aug_balanced/model_epoch_99.pt,IHD_Brain,Brain_MRI,0.7758064516129032
35,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,kits,0.4837962962962963
36,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_13-30-57_p1-r02-b.g42cloud.net_classify_top-2_mobilenetv2_IHD_Brain_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_91.pt,IHD_Brain,IHD_Brain,0.7929846539304729
37,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,CTPancreas,0.8100470957613815
38,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,MosMed,0.8077858880778588
39,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb24_23-56-39_p4-r65-b.g42cloud.net_classify_top-2_resnet18_RSPECT_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_13.pt,RSPECT,Covid19XRay,0.5359207266721717
40,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_22-10-43_p4-r65-b.g42cloud.net_classify_raw_resnet18_ProstateMRI_batch_128_with_shuffle_with_aug_balanced/model_epoch_68.pt,ProstateMRI,kits,0.39823008849557523
41,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,IHD_Brain,0.7929572872513856
42,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,Covid19XRay,0.550784475639967
43,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,ProstateMRI,0.6127167630057804
44,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_22-10-43_p4-r65-b.g42cloud.net_classify_raw_resnet18_ProstateMRI_batch_128_with_shuffle_with_aug_balanced/model_epoch_68.pt,ProstateMRI,kits,0.41975308641975306
45,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,ProstateMRI,0.4678362573099415
46,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,RSNAXRay,0.761904761904762
47,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_12-31-30_p1-r02-a.g42cloud.net_classify_top-2_resnet50_IHD_Brain_batch_128_with_shuffle_with_aug_balanced/model_epoch_99.pt,IHD_Brain,RSNAXRay,0.6887966804979253
48,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_15-57-17_p3-r46-b.g42cloud.net_classify_raw_resnet50_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_85.pt,kits,MosMed,0.6236162361623617
49,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_15-57-17_p3-r46-b.g42cloud.net_classify_raw_resnet50_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_85.pt,kits,CTPancreas,0.7612156295224312
50,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,MosMed,0.6666666666666666
51,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_20-00-05_p1-r02-a.g42cloud.net_classify_raw_densenet121_Covid19XRay_batch_128_with_shuffle_without_aug/model_epoch_55.pt,Covid19XRay,MosMed,0.6725274725274726
52,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_15-57-17_p3-r46-b.g42cloud.net_classify_raw_resnet50_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_85.pt,kits,RSPECT,0.8169991326973113
53,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,CTPancreas,0.8557377049180328
54,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_12-31-30_p1-r02-a.g42cloud.net_classify_top-2_resnet50_IHD_Brain_batch_128_with_shuffle_with_aug_balanced/model_epoch_99.pt,IHD_Brain,Covid19XRay,0.5161023947151114
55,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,Brain_MRI,0.8580645161290322
56,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_15-57-17_p3-r46-b.g42cloud.net_classify_raw_resnet50_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_85.pt,kits,CTPancreas,0.800578034682081
57,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb24_23-56-39_p4-r65-b.g42cloud.net_classify_top-2_resnet18_RSPECT_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_13.pt,RSPECT,LiTs,0.5542168674698794
58,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_15-57-17_p3-r46-b.g42cloud.net_classify_raw_resnet50_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_85.pt,kits,LiTs,0.5692307692307692
59,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,kits,0.43426883308714925
60,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_13-30-57_p1-r02-b.g42cloud.net_classify_top-2_mobilenetv2_IHD_Brain_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_91.pt,IHD_Brain,Brain_MRI,0.9258064516129032
61,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,RSNAXRay,0.7320261437908497
62,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,Covid19XRay,0.518579686209744
63,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_15-57-17_p3-r46-b.g42cloud.net_classify_raw_resnet50_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_85.pt,kits,MosMed,0.6895161290322581
64,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,IHD_Brain,0.7347170884276372
65,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-44-41_p3-r56-b.g42cloud.net_classify_raw_resnet18_Brain_MRI_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_100.pt,Brain_MRI,ImageCHD,0.18433179723502302
66,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_12-30-49_p1-r05-a.g42cloud.net_classify_top-2_resnet18_IHD_Brain_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_37.pt,IHD_Brain,MosMed,0.6707070707070707
67,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-44-41_p3-r56-b.g42cloud.net_classify_raw_resnet18_Brain_MRI_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_100.pt,Brain_MRI,ImageCHD,0.04807692307692307
68,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_22-10-43_p4-r65-b.g42cloud.net_classify_raw_resnet18_ProstateMRI_batch_128_with_shuffle_with_aug_balanced/model_epoch_68.pt,ProstateMRI,kits,0.40547945205479446
69,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,IHD_Brain,0.43345694272764734
70,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,Covid19XRay,0.5549132947976878
71,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,RSPECT,0.808605755797709
72,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_13-30-57_p1-r02-b.g42cloud.net_classify_top-2_mobilenetv2_IHD_Brain_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_91.pt,IHD_Brain,RSPECT,0.8015111886079628
73,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,RSNAXRay,0.8248587570621468
74,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,CTPancreas,0.7945619335347432
75,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_22-10-43_p4-r65-b.g42cloud.net_classify_raw_resnet18_ProstateMRI_batch_128_with_shuffle_with_aug_balanced/model_epoch_68.pt,ProstateMRI,kits,0.47395833333333337
76,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,kits,0.5624321389793702
77,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,ImageCHD,0.08695652173913043
78,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,Brain_MRI,0.8919354838709678
79,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,RSNAXRay,0.7826086956521741
80,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-39-33_p3-r52-b.g42cloud.net_classify_raw_resnet50_CTPancreas_batch_128_with_shuffle_with_aug_balanced/model_epoch_74.pt,CTPancreas,kits,0.4260089686098655
81,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/top-2/Feb25_13-30-57_p1-r02-b.g42cloud.net_classify_top-2_mobilenetv2_IHD_Brain_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_91.pt,IHD_Brain,LiTs,0.5809523809523809
82,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,Covid19XRay,0.5045417010734929
83,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,IHD_Brain,0.7623126338329765
84,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,kits,0.5236363636363636
85,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_12-36-15_p3-r46-b.g42cloud.net_classify_raw_efficientnetb4_kits_batch_128_with_shuffle_with_aug_balanced/model_epoch_44.pt,kits,Covid19XRay,0.49710982658959535
86,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,ImageCHD,0.33333333333333337
87,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-44-41_p3-r56-b.g42cloud.net_classify_raw_resnet18_Brain_MRI_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_100.pt,Brain_MRI,LiTs,0.5749486652977414
88,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,MosMed,0.7795823665893271
89,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-44-41_p3-r56-b.g42cloud.net_classify_raw_resnet18_Brain_MRI_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_100.pt,Brain_MRI,RSPECT,0.8089097303634233
90,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,RSPECT,0.6821499668214995
91,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_21-13-08_p3-r52-b.g42cloud.net_classify_raw_densenet121_MosMed_batch_128_with_shuffle_with_aug_balanced/model_epoch_46.pt,MosMed,MosMed,0.6428571428571429
92,/nfs/projects/mbzuai/BioMedIA/MICCIA_22/logs/classification/CT/post_sanity/raw/Feb25_13-32-20_p1-r05-a.g42cloud.net_classify_raw_mobilenetv2_LiTs_pretrained_batch_128_with_shuffle_with_aug_balanced/model_epoch_22.pt,LiTs,ProstateMRI,0.3800475059382423
